Order_ID,Order_Date,Customer,Product,Category,Region,Quantity,Sales,Profit
ORD00338,2025-06-10,Customer_029,Mouse,Accessories,South,6,176.9,43.25
ORD00339,2025-10-11,Customer_054,Laptop,Electronics,East,5,4619.54,756.68
ORD00340,2025-06-18,Customer_032,Keyboard,Accessories,West,4,208.12,46.75
ORD00341,2025-05-12,Customer_093,Tablet,Electronics,West,6,2652.73,343.68
ORD00342,2025-06-30,Customer_063,Desk,Furniture,South,3,896.5,143.36
ORD00343,2025-09-26,Customer_086,Tablet,Electronics,North,1,380.84,54.66
ORD00344,2025-03-12,Customer_091,Laptop,Electronics,South,7,6357.63,935.26
ORD00345,2025-09-16,Customer_082,Laptop,Electronics,West,4,3370.09,468.11
ORD00346,2025-01-04,Customer_003,Desk,Furniture,East,1,322.06,47.02
ORD00347,2025-01-09,Customer_056,Tablet,Electronics,South,5,2100.93,289.33
ORD00348,2025-09-26,Customer_068,Monitor,Electronics,East,2,483.49,78.99
ORD00349,2025-07-23,Customer_059,Printer,Office,South,5,961.59,153.17
ORD00350,2025-12-17,Customer_084,Mouse,Accessories,North,5,159.84,33.54
ORD00351,2025-07-14,Customer_082,Monitor,Electronics,North,7,1775.29,317.25
ORD00352,2025-09-13,Customer_043,Keyboard,Accessories,North,2,117.6,27.0
ORD00353,2025-04-28,Customer_073,Tablet,Electronics,West,1,395.76,57.13
ORD00354,2025-02-08,Customer_070,Headphones,Accessories,North,1,77.77,14.53
ORD00355,2025-01-09,Customer_097,Keyboard,Accessories,West,6,360.46,81.37
ORD00356,2025-03-25,Customer_050,Monitor,Electronics,East,5,1316.63,241.74
ORD00357,2025-12-19,Customer_045,Desk Chair,Furniture,North,3,564.21,95.94
ORD00358,2025-04-29,Customer_099,Monitor,Electronics,West,7,1943.28,333.06
ORD00359,2025-11-21,Customer_063,Printer,Office,South,1,200.48,32.21
ORD00360,2025-08-10,Customer_049,Printer,Office,North,7,1377.61,197.83
ORD00361,2025-05-07,Customer_020,Webcam,Electronics,West,5,469.18,86.17
ORD00362,2025-06-12,Customer_040,Keyboard,Accessories,West,7,374.27,72.25
ORD00363,2025-02-22,Customer_058,Printer,Office,West,5,972.83,123.42
ORD00364,2025-02-15,Customer_077,Monitor,Electronics,East,1,252.4,39.89
ORD00365,2025-05-30,Customer_093,Desk Chair,Furniture,South,1,176.9,32.59
ORD00366,2025-12-17,Customer_039,Webcam,Electronics,East,3,263.56,49.35
ORD00367,2025-02-02,Customer_039,Desk,Furniture,West,3,896.1,125.38
ORD00368,2025-05-09,Customer_064,Monitor,Electronics,South,6,1698.6,326.01
ORD00369,2025-03-11,Customer_043,Desk,Furniture,West,2,615.0,104.67
ORD00370,2025-06-21,Customer_084,Printer,Office,South,8,1656.69,254.45
ORD00371,2025-11-05,Customer_041,Headphones,Accessories,South,6,490.26,89.25
ORD00372,2025-05-30,Customer_074,Desk Chair,Furniture,South,6,1130.73,199.89
ORD00373,2025-05-24,Customer_015,Printer,Office,South,7,1563.05,211.8
ORD00374,2025-12-16,Customer_094,Webcam,Electronics,West,3,284.45,51.26
ORD00375,2025-05-30,Customer_053,Mouse,Accessories,West,8,255.9,53.48
ORD00376,2025-05-04,Customer_055,Keyboard,Accessories,West,5,261.4,51.54
ORD00377,2025-11-03,Customer_065,Monitor,Electronics,West,8,2071.36,361.75
ORD00378,2025-07-04,Customer_077,Tablet,Electronics,North,1,436.94,62.12
ORD00379,2025-12-03,Customer_079,Monitor,Electronics,North,4,1074.26,174.01
ORD00380,2025-06-19,Customer_002,Webcam,Electronics,North,7,688.68,141.61
ORD00381,2025-09-19,Customer_089,Headphones,Accessories,South,4,314.81,64.06
ORD00382,2025-07-20,Customer_089,Desk,Furniture,South,6,1905.82,301.27
ORD00383,2025-09-05,Customer_011,Printer,Office,North,1,193.39,26.39
ORD00384,2025-06-09,Customer_067,Keyboard,Accessories,West,6,319.64,76.32
ORD00385,2025-02-19,Customer_041,Printer,Office,North,8,1659.22,246.0
ORD00386,2025-12-30,Customer_083,Headphones,Accessories,North,1,69.23,15.3
ORD00387,2025-09-22,Customer_072,Keyboard,Accessories,West,4,205.68,40.64
ORD00388,2025-07-27,Customer_085,Desk,Furniture,West,4,1313.22,178.45
ORD00389,2025-11-11,Customer_055,Desk Chair,Furniture,West,1,193.79,32.45
ORD00390,2025-04-16,Customer_009,Laptop,Electronics,North,4,3249.27,551.66
ORD00391,2025-07-07,Customer_034,Tablet,Electronics,West,3,1216.15,156.09
ORD00392,2025-11-02,Customer_015,Tablet,Electronics,East,6,2463.87,309.98
ORD00393,2025-11-13,Customer_039,Printer,Office,North,8,1569.97,231.24
ORD00394,2025-03-02,Customer_048,Keyboard,Accessories,South,6,312.75,60.9
ORD00395,2025-08-03,Customer_055,Tablet,Electronics,South,7,2996.7,398.31
ORD00396,2025-10-12,Customer_024,Desk,Furniture,East,3,896.04,125.89
ORD00397,2025-07-03,Customer_025,Desk,Furniture,West,1,348.92,52.1
ORD00398,2025-07-29,Customer_057,Tablet,Electronics,West,8,3484.12,441.47
ORD00399,2025-10-17,Customer_038,Keyboard,Accessories,North,2,99.68,23.65
ORD00400,2025-10-03,Customer_073,Headphones,Accessories,West,4,287.32,62.3
ORD00401,2025-10-21,Customer_047,Tablet,Electronics,North,2,775.19,109.09
ORD00402,2025-08-06,Customer_097,Desk,Furniture,South,4,1178.22,194.23
ORD00403,2025-08-19,Customer_012,Headphones,Accessories,West,1,71.44,15.84
ORD00404,2025-04-18,Customer_045,Monitor,Electronics,West,4,1104.63,204.08
ORD00405,2025-04-16,Customer_073,Keyboard,Accessories,East,3,175.35,42.11
ORD00406,2025-11-02,Customer_091,Tablet,Electronics,East,5,2116.28,260.56
ORD00407,2025-09-21,Customer_013,Headphones,Accessories,South,5,411.41,86.71
ORD00408,2025-05-22,Customer_017,Desk Chair,Furniture,South,1,193.21,29.17
ORD00409,2025-05-07,Customer_063,Keyboard,Accessories,South,6,347.26,80.44
ORD00410,2025-11-18,Customer_082,Webcam,Electronics,North,5,442.28,91.54
ORD00411,2025-12-22,Customer_063,Desk Chair,Furniture,East,5,978.54,159.82
ORD00412,2025-02-17,Customer_086,Webcam,Electronics,East,1,94.16,19.53
ORD00413,2025-04-22,Customer_064,Monitor,Electronics,East,7,1990.4,393.19
ORD00414,2025-06-22,Customer_063,Printer,Office,East,5,1059.94,131.95
ORD00415,2025-02-20,Customer_003,Laptop,Electronics,North,1,871.45,153.52
ORD00416,2025-08-22,Customer_026,Keyboard,Accessories,South,8,396.06,99.11
ORD00417,2025-05-21,Customer_011,Headphones,Accessories,East,3,206.7,39.61
ORD00418,2025-07-22,Customer_097,Keyboard,Accessories,South,1,56.38,13.24
ORD00419,2025-12-27,Customer_010,Desk Chair,Furniture,South,2,330.85,51.41
ORD00420,2025-09-23,Customer_090,Webcam,Electronics,East,4,372.96,66.79
ORD00421,2025-12-22,Customer_050,Monitor,Electronics,North,7,1686.11,264.42
ORD00422,2025-06-10,Customer_049,Monitor,Electronics,South,2,506.23,85.63
ORD00423,2025-09-29,Customer_022,Keyboard,Accessories,West,2,111.39,25.32
ORD00424,2025-11-18,Customer_079,Printer,Office,West,4,881.71,138.99
ORD00425,2025-02-21,Customer_094,Mouse,Accessories,West,2,55.68,11.85
ORD00426,2025-06-11,Customer_083,Printer,Office,North,7,1555.58,201.3
ORD00427,2025-12-20,Customer_039,Mouse,Accessories,South,5,135.8,35.99
ORD00428,2025-07-20,Customer_031,Tablet,Electronics,West,4,1611.3,181.48
ORD00429,2025-05-04,Customer_068,Desk Chair,Furniture,North,2,359.97,62.92
ORD00430,2025-03-09,Customer_054,Printer,Office,East,6,1231.48,189.94
ORD00431,2025-08-30,Customer_003,Tablet,Electronics,North,3,1374.52,193.18
ORD00432,2025-04-21,Customer_051,Laptop,Electronics,East,5,3858.85,536.0
ORD00433,2025-08-05,Customer_069,Tablet,Electronics,South,7,3058.66,347.81
ORD00434,2025-06-08,Customer_020,Headphones,Accessories,East,2,137.37,30.94
ORD00435,2025-06-08,Customer_031,Desk Chair,Furniture,North,2,374.3,68.02
ORD00436,2025-08-11,Customer_008,Mouse,Accessories,East,2,55.39,13.74
ORD00437,2025-01-07,Customer_021,Keyboard,Accessories,West,2,114.57,26.73
ORD00438,2025-03-27,Customer_035,Printer,Office,North,5,1023.09,153.97
ORD00439,2025-08-08,Customer_092,Laptop,Electronics,North,6,4867.42,676.89
ORD00440,2025-09-19,Customer_073,Desk,Furniture,South,8,2488.38,373.21
ORD00441,2025-05-11,Customer_087,Printer,Office,North,3,664.44,104.02
ORD00442,2025-01-23,Customer_006,Mouse,Accessories,West,1,32.15,6.59
ORD00443,2025-03-18,Customer_005,Printer,Office,West,7,1375.61,219.18
ORD00444,2025-05-08,Customer_035,Mouse,Accessories,North,6,176.99,45.28
ORD00445,2025-03-03,Customer_023,Webcam,Electronics,South,6,540.22,127.13
ORD00446,2025-07-25,Customer_037,Tablet,Electronics,East,1,383.79,49.37
ORD00447,2025-10-11,Customer_038,Printer,Office,East,2,416.37,56.0
ORD00448,2025-08-26,Customer_099,Webcam,Electronics,South,4,350.52,84.03
ORD00449,2025-03-19,Customer_030,Tablet,Electronics,East,4,1514.14,191.53
ORD00450,2025-01-01,Customer_095,Laptop,Electronics,East,6,5364.11,826.4
ORD00451,2025-09-29,Customer_008,Monitor,Electronics,South,4,1140.49,200.35
ORD00452,2025-01-23,Customer_067,Headphones,Accessories,West,2,162.64,36.4
ORD00453,2025-02-13,Customer_082,Printer,Office,West,8,1707.14,239.39
ORD00454,2025-08-11,Customer_038,Monitor,Electronics,East,1,268.45,42.97
ORD00455,2025-12-25,Customer_058,Printer,Office,East,7,1567.58,208.02
ORD00456,2025-04-14,Customer_014,Mouse,Accessories,South,2,55.63,14.43
ORD00457,2025-08-19,Customer_069,Monitor,Electronics,East,3,774.7,135.54
ORD00458,2025-06-07,Customer_012,Mouse,Accessories,South,8,238.24,63.22
ORD00459,2025-04-21,Customer_012,Headphones,Accessories,South,1,80.04,15.18
ORD00460,2025-09-20,Customer_023,Printer,Office,North,7,1337.39,175.94
ORD00461,2025-10-12,Customer_060,Desk Chair,Furniture,North,8,1511.45,237.66
ORD00462,2025-01-07,Customer_029,Keyboard,Accessories,South,2,100.36,23.94
ORD00463,2025-07-10,Customer_011,Mouse,Accessories,East,7,217.82,59.14
ORD00464,2025-02-03,Customer_017,Monitor,Electronics,North,1,244.28,45.9
ORD00465,2025-01-22,Customer_074,Printer,Office,West,2,457.15,55.37
ORD00466,2025-01-16,Customer_046,Desk Chair,Furniture,South,8,1406.23,233.8
ORD00467,2025-05-24,Customer_079,Keyboard,Accessories,South,5,272.03,53.54
ORD00468,2025-07-30,Customer_012,Headphones,Accessories,East,8,645.93,128.37
ORD00469,2025-08-03,Customer_068,Desk Chair,Furniture,South,3,507.54,96.24
ORD00470,2025-07-15,Customer_070,Tablet,Electronics,West,1,443.68,55.24
ORD00471,2025-07-18,Customer_077,Printer,Office,South,6,1202.15,144.37
ORD00472,2025-01-30,Customer_046,Laptop,Electronics,South,5,4512.36,715.84
ORD00473,2025-05-07,Customer_095,Keyboard,Accessories,North,2,113.45,23.21
ORD00474,2025-07-01,Customer_023,Mouse,Accessories,South,7,228.28,62.87
ORD00475,2025-12-24,Customer_091,Mouse,Accessories,East,6,174.92,43.13
ORD00476,2025-10-16,Customer_064,Webcam,Electronics,East,3,294.21,68.02
ORD00477,2025-01-20,Customer_029,Keyboard,Accessories,North,8,403.94,81.74
ORD00478,2025-01-01,Customer_017,Tablet,Electronics,East,8,3246.93,436.55
ORD00479,2025-01-31,Customer_019,Keyboard,Accessories,North,6,298.45,67.37
ORD00480,2025-02-07,Customer_051,Tablet,Electronics,North,6,2456.29,361.65
ORD00481,2025-06-15,Customer_056,Printer,Office,West,5,973.65,122.31
ORD00482,2025-12-29,Customer_079,Printer,Office,East,3,689.06,102.07
ORD00483,2025-07-13,Customer_017,Mouse,Accessories,South,3,86.52,21.94
ORD00484,2025-10-18,Customer_079,Laptop,Electronics,South,7,5393.54,889.47
ORD00485,2025-09-12,Customer_031,Webcam,Electronics,East,2,167.06,37.66
ORD00486,2025-11-22,Customer_091,Printer,Office,East,3,678.55,83.28
ORD00487,2025-05-16,Customer_045,Desk,Furniture,East,1,301.42,47.83
ORD00488,2025-01-25,Customer_022,Monitor,Electronics,West,1,254.07,48.92
ORD00489,2025-06-29,Customer_062,Desk,Furniture,South,7,2260.62,298.55
ORD00490,2025-02-07,Customer_003,Keyboard,Accessories,East,8,466.33,88.23
ORD00491,2025-02-07,Customer_021,Headphones,Accessories,North,2,145.25,32.43
ORD00492,2025-06-23,Customer_062,Tablet,Electronics,North,2,855.8,115.05
ORD00493,2025-11-07,Customer_013,Desk Chair,Furniture,East,3,582.09,88.78
ORD00494,2025-07-29,Customer_094,Mouse,Accessories,East,4,124.73,31.93
ORD00495,2025-05-02,Customer_071,Headphones,Accessories,West,5,344.69,66.72
ORD00496,2025-07-04,Customer_085,Keyboard,Accessories,West,1,49.54,9.55
ORD00497,2025-01-14,Customer_011,Mouse,Accessories,West,2,56.48,14.12
ORD00498,2025-07-23,Customer_034,Monitor,Electronics,North,5,1292.45,260.2
ORD00499,2025-04-05,Customer_024,Tablet,Electronics,West,7,2864.16,359.1
ORD00500,2025-08-14,Customer_035,Laptop,Electronics,North,5,4220.3,619.79
